pmid,doi,journal,publication_time,title,abstract,keywords,gene_symbol,biomarker,description,type_of_biomarker,type_of_rna_biomarker,clinical_use,level_of_evidence,research_region,total_number,male,female,mean_age,age,grade,source,key_experiment,up_regulator,down_effector_or_targets,knowledge_points,disease_type,disease_subtype,disease_classification,sensitivity,specificity,area_under_the_curve,supplementary_statistics
34976781,10.3389/fonc.2021.608748,Front Oncol,2021,ELK3: A New Molecular Marker for the Diagnosis and Prognosis of Glioma,"ETS transcription factor ELK3 (ELK3), a novel oncogene, affects pathological processes and progression of many cancers in human tissues. However, it remains unclear whether ELK3, as a key gene, affects the pathological process of gliomas and the prognosis of patients with gliomas. This study aimed to comprehensively and systematically reveal the correlation between ELK3 and the malignant progression of gliomas by analyzing clinical sample information stored in multiple databases. We revealed the putative mechanism of ELK3 involvement in malignant gliomas progression and identified a new and efficient biomarker for glioma diagnosis and targeted therapy. Based on the sample data from multiple databases and real-time quantitative polymerase chain reaction (RT-qPCR), the abnormally high expression of ELK3 in gliomas was confirmed. Kaplan-Meier and Cox regression analyses demonstrated that a high ELK3 expression was markedly associated with low patient survival and served as an independent biomarker of gliomas. Wilcox and Kruskal-Wallis tests revealed that expression of ELK3 was positively correlated with several clinical characteristics of patients with gliomas, such as age, WHO classification, and recurrence. Moreover, Cell Counting Kit-8 (CCK-8), immunofluorescence, and wound healing assays confirmed that ELK3 overexpression markedly promoted the proliferation and migration of glioma cells. Finally, gene set enrichment analysis (GSEA) and western blotting confirmed that overexpression of ELK3 regulated the JAK-STAT signaling pathway and upregulate the expression of signal transducer and activator of transcription 3 (STAT3) and phosphorylated STAT3 (P-STAT3) to promote the malignant transition of gliomas. Therefore, ELK3 may serve as an efficient biomarker for the diagnosis and prognosis of gliomas and it can also be used as a therapeutic target to improve the poor prognosis of patients with gliomas.",ELK3; biomarker; glioma; oncology; prognosis,ELK3,ELK3,ELK3 may serve as an efficient biomarker for the diagnosis and prognosis of gliomas and it can also be used as a therapeutic target to improve the poor prognosis of patients with gliomas.,Protein Biomarker,NA,"Diagnositic,Prognostic,Therapeutic","Tier 3, Biomarker is validated in pre-clinical research",China,10,NA,NA,NA,NA,NA,Tissue,"qRT-PCR,Immunofluorescence Staining",NA,"STAT3, P-STAT3","1. The abnormally high expression of ELK3 in gliomas was confirmed; 2. A high ELK3 expression was markedly associated with low patient survival and served as an independent biomarker of gliomas; 3. ELK3 was positively correlated with several clinical characteristics of patients with gliomas, such as age, WHO classification, and recurrence; 4. ELK3 overexpression markedly promoted the proliferation and migration of glioma cells; 5. Overexpression of ELK3 regulated the JAK-STAT signaling pathway and upregulate the expression of signal transducer and activator of transcription 3 (STAT3) and phosphorylated STAT3 (P-STAT3) to promote the malignant transition of gliomas;",Glioma,gliomas,Glioma,NA,NA,NA,NA
34942001,10.1093/clinchem/hvab254,Clin Chem,2022,Circular RNA Sequencing Reveals Serum Exosome Circular RNA Panel for High-Grade Astrocytoma Diagnosis,"Background: Although major advances have been made in the histopathological diagnosis of high-grade astrocytoma (HGA), methods for effective and noninvasive diagnosis remain largely unknown. Exosomes can cross the blood-brain barrier and are readily accessible in human biofluids, making them promising biomarkers for HGA. Circular RNAs (circRNAs) have potential as tumor biomarkers owing to their stability, conservation, and tissue specificity. However, the landscape and characteristics of exosome circRNAs in HGA remain to be studied.  Methods: CircRNA deep sequencing and bioinformatics approaches were used to generate a circRNA profiling database and analyze the features of HGA cell circRNAs and HGA cell-derived exosome circRNAs. Exosome circRNA expression in the serum and tissues of healthy individuals and patients with HGA was detected using reverse transcription-quantitative PCR. Additionally, the receiver operating characteristic curve and overall survival curves were analyzed.  Results: By investigating the characteristics of HGA cell-derived exosome circRNAs and HGA cell circRNAs, we observed that exosomes were more likely to enrich short-exon and suppressor circRNAs than HGA cells. Moreover, a serum exosome circRNA panel including hsa_circ_0075828, hsa_circ_0003828, and hsa_circ_0002976 could be used to screen for HGA, whereas a good prognosis panel comprised high concentrations of hsa_circ_0005019, hsa_circ_0000880, hsa_circ_0051680, and hsa_circ_0006365.  Conclusions: This study revealed a comprehensive circRNA landscape in HGA exosomes and cells. The serum exosome circexosome circRNA panel and tissue circRNAs are potentially useful for HGA liquid biopsy and prognosis monitoring. Exosome circRNAs as novel targets should facilitate further biomarker discovery and aid in HGA diagnosis and therapy monitoring.",circular RNA; diagnosis; exosome; high-grade astrocytoma; liquid biopsy,NA,hsa_circ_0075828; hsa_circ_0003828; hsa_circ_0002976,Exosome circRNAs as novel targets should facilitate further biomarker discovery and aid in HGA diagnosis and therapy monitoring.,RNA Biomarker,circRNA,Diagnositic,"Tier 3, Biomarker is validated in pre-clinical research",China,NA,NA,NA,NA,NA,"III,IV",Serum,qRT-PCR,NA,NA,"1. By investigating the characteristics of HGA cell-derived exosome circRNAs and HGA cell circRNAs, we observed that exosomes were more likely to enrich short-exon and suppressor circRNAs than HGA cells; 2. A serum exosome circRNA panel including hsa_circ_0075828, hsa_circ_0003828, and hsa_circ_0002976 could be used to screen for HGA, whereas a good prognosis panel comprised high concentrations of hsa_circ_0005019, hsa_circ_0000880, hsa_circ_0051680, and hsa_circ_0006365;",High-Grade Astrocytoma,High-Grade Astrocytoma,Astrocytoma,0.7333 - 0.9677,0.8333 - 0.9992,0.8111 - 0.9861,"The area under the curve values for hsa_ circ_0075828, hsa_circ_0002976, and hsa_circ_ 0003828 ranged from 0.8111 to 0.9861. We found that hsa_circ_0075828, hsa_circ_0002976, and hsa_circ_0003828 had the highest sensitivity (96.67%, 93.33%, and 73.33%, respectively) with specificities of 99.92%, 91.67%, and 83.33%."
34760705,10.3389/fonc.2021.758856,Front Oncol,2021,Upregulated Expression of Cancer-Derived Immunoglobulin G Is Associated With Progression in Glioma,"Objective: Gliomas are the most aggressive intracranial tumors accounting for the vast majority of brain tumors with very poor prognosis and overall survival (OS). Cancer-derived immunoglobulin G (cancer-IgG) has been found to be widely expressed in several malignancies such as breast cancer, colorectal cancer, and lung cancer. Cancer-IgG could promote tumorigenesis and progression. However, its role in glioma has not been revealed yet. Methods: We mined open databases including the Chinese Glioma Genome Atlas (CGGA), The Cancer Genome Atlas (TCGA), and the Gene Expression Omnibus (GEO) to study the role of IGHG1, which encodes cancer-IgG in glioma. Examination of the differential expression of IGHG1 was carried out in the GEO and TCGA databases. Furthermore, its expression in different molecular subtypes was analyzed. Stratified analysis was performed with clinical features. Subsequently, immune infiltration analysis was conducted using single-sample gene set enrichment analysis (ssGSEA). GSEA was performed to reveal the mechanisms of IGHG1. Lastly, immunohistochemistry was processed to validate our findings. Results: In this study, we found that the expression of IGHG1 was higher in glioma and molecular subtypes with poor prognosis. The overall survival of patients with a high expression of IGHG1 was worse in the stratified analysis. Immune infiltration analysis indicated that the expression level of IGHG1 was positively correlated with the stromal score, ESTIMATE score, and immune score and negatively correlated with tumor purity. Results from the GSEA and DAVID demonstrated that IGHG1 may function in phagosome, antigen processing and presentation, extracellular matrix structural constituent, antigen binding, and collagen-containing extracellular matrix. Finally, immunohistochemistry assay validated our findings that patients with a high expression of cancer-IgG had poor OS and disease-free survival (DFS). Conclusion: Cancer-IgG is a promising biomarker of diagnosis and treatment for patients with glioma.",IGHG1; cancer-derived immunoglobulin G; glioma; microenvironment; progression.,IGHG1,"cancer-IgG, IGHG1",Cancer-IgG is a promising biomarker of diagnosis and treatment for patients with glioma.,Protein Biomarker,NA,"Diagnositic,Therapeutic","Tier 3, Biomarker is validated in pre-clinical research",China,NA,NA,NA,NA,NA,"II,III,IV",Tissue,Immunohistochemistry,NA,NA,"1. The expression of IGHG1 was higher in glioma and molecular subtypes with poor prognosis; 2. The overall survival of patients with a high expression of IGHG1 was worse in the stratified analysis; 3. The expression level of IGHG1 was positively correlated with the stromal score, ESTIMATE score, and immune score and negatively correlated with tumor purity; 4. IGHG1 may function in phagosome, antigen processing and presentation, extracellular matrix structural constituent, antigen binding, and collagen-containing extracellular matrix; 5. Patients with a high expression of cancer-IgG had poor OS and disease-free survival (DFS):",Glioma,"LGG, GBM",Glioma,NA,NA,NA,NA
35044082,10.1111/jcmm.17182,J Cell Mol Med,2022,Identification of a glioma functional network from gene fitness data using machine learning,"Glioblastoma multiforme (GBM) is an aggressive form of brain tumours that remains incurable despite recent advances in clinical treatments. Previous studies have focused on sub-categorizing patient samples based on clustering various transcriptomic data. While functional genomics data are rapidly accumulating, there exist opportunities to leverage these data to decipher glioma-associated biomarkers. We sought to implement a systematic approach to integrating data from high throughput CRISPR-Cas9 screening studies with machine learning algorithms to infer a glioma functional network. We demonstrated the network significantly enriched various biological pathways and may play roles in glioma tumorigenesis. From densely connected glioma functional modules, we further predicted 12 potential Wnt/β-catenin signalling pathway targeted genes, including AARSD1, HOXB5, ITGA6, LRRC71, MED19, MED24, METTL11B, SMARCB1, SMARCE1, TAF6L, TENT5A and ZNF281. Cox regression modelling with these targets was significantly associated with glioma overall survival prognosis. Additionally, TRIB2 was identified as a glioma neoplastic cell marker in single-cell RNA-seq of GBM samples. This work establishes novel strategies for constructing functional networks to identify glioma biomarkers for the development of diagnosis and treatment in clinical practice.",CRISPR-Cas9; co-functional network; glioma; prognostic biomarkers; scRNA-seq,TRIB2,TRIB2,TRIB2 was identified as a glioma neoplastic cell marker in  single-cell RNA-seq of GBM samples. This work establishes novel strategies for constructing functional networks to identify glioma biomarkers for the development of  diagnosis and treatment in clinical practice.,RNA Biomarker,mRNA,"Diagnositic,Prognostic,Therapeutic","Tier 4, Biomarker is putative one based on data analysis",China,NA,NA,NA,NA,NA,NA,Tissue,qRT-PCR,NA,NA,"1. We demonstrated the network significantly enriched various biological pathways and may play roles in glioma tumorigenesis; 2. From densely connected glioma functional modules, we further predicted 12 potential Wnt/β-catenin signalling pathway targeted genes, including AARSD1, HOXB5, ITGA6, LRRC71, MED19, MED24, METTL11B, SMARCB1, SMARCE1, TAF6L, TENT5A and ZNF281; 3. Cox regression modelling with these targets was significantly associated with glioma overall survival prognosis; 4. TRIB2 was identified as a glioma neoplastic cell marker in single-cell RNA-seq of GBM samples;",Glioma,Glioma,Glioma,NA,NA,NA,NA
34765972,10.1093/noajnl/vdab144,Neurooncol Adv,2021,Identification of five important genes to predict glioblastoma subtypes,"Background: Glioblastoma (GBM), the most common and aggressive primary brain tumour in adults, has been classified into three subtypes: classical, mesenchymal, and proneural. While the original classification relied on an 840 gene-set, further clarification on true GBM subtypes uses a 150-gene signature to accurately classify GBM into the three subtypes. We hypothesized whether a machine learning approach could be used to identify a smaller gene-set to accurately predict GBM subtype. Methods: Using a supervised machine learning approach, extreme gradient boosting (XGBoost), we developed a classifier to predict the three subtypes of glioblastoma (GBM): classical, mesenchymal, and proneural. We tested the classifier on in-house GBM tissue, cell lines, and xenograft samples to predict their subtype. Results: We identified the five most important genes for characterizing the three subtypes based on genes that often exhibited high Importance Scores in our XGBoost analyses. On average, this approach achieved 80.12% accuracy in predicting these three subtypes of GBM. Furthermore, we applied our five-gene classifier to successfully predict the subtype of GBM samples at our centre. Conclusion: Our 5-gene set classifier is the smallest classifier to date that can predict GBM subtypes with high accuracy, which could facilitate the future development of a five-gene subtype diagnostic biomarker for routine assays in GBM samples.",XGBoost; classification; gene signature; glioblastoma subtypes; statistical learning.,NKAIN1; UBE2E2; F13A1; RNF149; PLAUR,NKAIN1; UBE2E2; F13A1; RNF149; PLAUR,"Our 5-gene set classifier is the smallest classifier to date that can predict GBM subtypes with high accuracy, which could facilitate the future development of a five-gene subtype diagnostic biomarker for routine assays in GBM samples.",Protein Biomarker,NA,Diagnositic,"Tier 3, Biomarker is validated in pre-clinical research",Canada, 57,NA,NA,NA,NA,IV,Tissue,qRT-PCR,NA,NA,"1. NKAIN1 has the highest expression in proneural subtype as compared to both classical and mesenchymal subtype with no difference in survival; 2. Proneural subtype has the highest expression of UBE2E2 as well, with mesenchymal subtype have a medium expression and classical subtype having the lowest expression; 3. F13A1 has the highest expression in mesenchymal subtype of GBM, a subtype that is also associated with high infiltration of tumor-associated macrophages in the tumor microenvironment; 4. RNF149 is highly expressed in mesenchymal subtype of GBM as compared to classical and pro-neural subtypes; 5. The expression of PLAUR is the highest in the mesenchymal subtype of GBM and high expression also trends towards predicting poor survival in GBM patients (log HR = 0.7[0.49–1], log-rank P-value = .0515); 5. On average, this approach achieved 80.12% accuracy in predicting these three subtypes of GBM; 6. Five-gene classifier successfully predict the subtype of GBM samples at our centre;",Glioblastoma,classical glioblastoma; mesenchymal glioblastoma; proneural glioblastoma,Glioblastoma / Astrocytoma,NA,NA,NA,NA
34812552,10.1111/cas.15214,Cancer Sci,2022,PDRG1 promotes the proliferation and migration of GBM cells by the MEK/ERK/CD44 pathway,"P53 and DNA damage-regulated gene1 (PDRG1) is overexpressed in diverse carcinomas. Here, we discover that PDRG1 is overexpressed in glioblastoma multiforme (GBM). However, the clinical significance, biological role, and underlying molecular mechanisms of PDRG1 in GBM remain unclear. PDRG1 was aberrantly overexpressed in glioma, especially prevalent in GBM, and correlated with poor clinicopathologic features of glioma. The risk score, operational feature curve analysis, Kaplan-Meier curve, and univariate and multivariate Cox regression analysis indicated that PDRG1 was an independent prognostic indicator and significantly correlates with disease progression of glioma. A prognostic nomogram was constructed to predict the survival risk of individual patients. The function and pathway enrichment analysis of PDRG1 in The Cancer Genome Atlas cohort was performed. PDRG1 knockdown significantly inhibited the migration and proliferation of GBM cells in vitro and in vivo. Transcriptome sequencing analysis of PDRG1 knockdown U-118 MG(U118) cells indicated that biological regulation adhesion, growth and death, cell motility, cell adhesion molecular and proteoglycans in cancer were significantly enriched. Importantly, we found that the expression of adhesion molecule cluster of differentiation 44 (CD44) was regulated by PDRG1 in GBM. We found that PDRG1 promoted the migration and proliferation of GBM cells via the mitogen-activated protein kinase kinase (MEK)/extracellular regulated protein kinase (ERK)/CD44 pathway. Our findings provide proof that PDRG1 upregulation predicts progression and poor prognosis in human gliomas, especially in isocitrate dehydrogenase (IDH) wt glioma patients. The study provides new evidence that PDRG1 regulates the expression of CD44 in GBM cells and might promote the migration and proliferation via the MEK/ERK/CD44pathway. PDRG1 might be a novel diagnostic indicator and promising therapeutic target for GBM.",Extracellular regulated protein kinase; Glioblastoma multiforme; P53 and DNA damage-regulated gene1; migration; proliferation.,PDRG1,PDRG1,PDRG1 might be a novel diagnostic indicator and promising therapeutic target for GBM.,Protein Biomarker,NA,"Diagnositic,Prognostic,Therapeutic","Tier 3, Biomarker is validated in pre-clinical research",China, 96,NA,NA,NA,NA,IV,Tissue,"Immunohistochemistry,qRT-PCR",NA,CD44,1. PDRG1 was aberrantly overexpressed in GBM and correlated with poor clinicopathologic features of glioma; 2. PDRG1 is an independent prognostic indicator and significantly correlates with disease progression of glioma; 3. Knockdown of PDRG1 inhibits proliferation and migration of GBM cells; 4. PDRG1 silencing obviously inhibited the growth of primary glioma; 5. Expression of adhesion molecule CD44 was regulated by PDRG1 in GBM cells; 6. PDRG1 promotes the proliferation and migration of GBM cells by the MEK/ERK/CD44 pathway;,Glioblastoma,IDH wt glioblastoma ; 1p/19q non‐codeletion glioblastoma ,Glioblastoma / Astrocytoma,NA,NA,NA,NA
34863158,10.1186/s12920-021-01115-6,BMC Med Genomics,2021,Gene biomarker prediction in glioma by integrating scRNA-seq data and gene regulatory network,"Background: Although great efforts have been made to study the occurrence and development of glioma, the molecular mechanisms of glioma are still unclear. Single-cell sequencing technology provides a new perspective for researchers to explore the pathogens of tumors to further help make treatment and prognosis decisions for patients with tumors. Methods: In this study, we proposed an algorithm framework to explore the molecular mechanisms of glioma by integrating single-cell gene expression profiles and gene regulatory relations. First, since there were great differences among malignant cells from different glioma samples, we analyzed the expression status of malignant cells for each sample, and then tumor consensus genes were identified by constructing and analyzing cell-specific networks. Second, to comprehensively analyze the characteristics of glioma, we integrated transcriptional regulatory relationships and consensus genes to construct a tumor-specific regulatory network. Third, we performed a hybrid clustering analysis to identify glioma cell types. Finally, candidate tumor gene biomarkers were identified based on cell types and known glioma-related genes. Results: We got six identified cell types using the method we proposed and for these cell types, we performed functional and biological pathway enrichment analyses. The candidate tumor gene biomarkers were analyzed through survival analysis and verified using literature from PubMed. Conclusions: The results showed that these candidate tumor gene biomarkers were closely related to glioma and could provide clues for the diagnosis and prognosis of patients with glioma. In addition, we found that four of the candidate tumor gene biomarkers (NDUFS5, NDUFA1, NDUFA13, and NDUFB8) belong to the NADH ubiquinone oxidoreductase subunit gene family, so we inferred that this gene family may be strongly related to glioma.",Cell type; Glioma; Single-cell gene expression profile; Tumor gene biomarkers.,NDUFS5; NDUFA1; NDUFA13; NDUFB8,NDUFS5; NDUFA1; NDUFA13; NDUFB8,The results showed that these candidate tumor gene biomarkers were closely related to glioma and could provide clues for the diagnosis and prognosis of patients with glioma.,Protein Biomarker,NA,"Diagnositic,Therapeutic","Tier 4, Biomarker is putative one based on data analysis",China,NA,NA,NA,NA,NA,NA,Tissue,NA,NA,NA,"1. The results showed that these candidate tumor gene biomarkers were closely related to glioma and could provide clues for the diagnosis and prognosis of patients with glioma; 2. In addition, we found that four of the candidate tumor gene biomarkers (NDUFS5, NDUFA1, NDUFA13, and NDUFB8) belong to the NADH ubiquinone oxidoreductase subunit gene family, so we inferred that this gene family may be strongly related to glioma;",Glioma,Glioma,Glioma,NA,NA,NA,NA
34908101,10.1042/BSR20211939,Biosci Rep,2022,CCNB2 is a novel prognostic factor and a potential therapeutic target in low-grade glioma,"Background: Cyclin B2 (CCNB2) is an important component of the cyclin pathway and plays a key role in the occurrence and development of cancer. However, the correlation between prognosis of low-grade glioma (LGG), CCNB2, and tumor infiltrating lymphocytes is not clear. Methods: The expression of CCNB2 in LGG was queried in Gene Expression Profiling Interactive Analysis 2 (GEPIA2) and TIMER databases. The relationships between CCNB2 and the clinicopathological features of LGG were analyzed using the Chinese Glioma Genome Atlas (CGGA) database. The relationship between CCNB2 expression and overall survival (OS) was evaluated by GEPIA2. The correlation between CCNB2 and LGG immune infiltration was analyzed by the TIMER database. Finally, quantitative real-time polymerase chain reaction (qRT-PCR) was performed to detect CCNB2 expression. Results: The expression of CCNB2 differed across different tumor tissues, but was higher in LGG than in normal tissues. LGG patients with high expression of CCNB2 have poorer prognosis. The expression of CCNB2 was correlated with age, WHO grade, IDH mutational status, 1p/19q codeletion status, and other clinicopathological features. The expression of CCNB2 in LGG was positively correlated with the infiltration level of B cells, dendritic cells, and macrophages. qRT-PCR results revealed that the expression of CCNB2 in LGG tissues was higher than normal tissues and higher expression of CCNB2 was associated with worse prognosis. Conclusion: CCNB2 may be used as a potential biomarker to determine the prognosis of LGG and is also related to immune infiltration.",CCNB2; Low-grade glioma; bioinformatics; diagnosis and prognosis biomarkers; immune infiltrates.,CCNB2,CCNB2,CCNB2 may be used as a potential biomarker to determine the prognosis of LGG and is also related to immune infiltration.,Protein Biomarker,NA,"Diagnositic,Prognostic,Therapeutic","Tier 3, Biomarker is validated in pre-clinical research",China, 40,NA,NA,NA,NA,"I,II",Tissue,qRT-PCR,NA,NA,"1. The expression of CCNB2 differed across different tumor tissues, but was higher in LGG than in normal tissues; 2. LGG patients with high expression of CCNB2 have poorer prognosis; 3. The expression of CCNB2 was correlated with age, WHO grade, IDH mutational status, 1p/19q codeletion status, and other clinicopathological features;",Low-Grade Glioma,LGG,Glioma,NA,NA,NA,NA
35052804,10.3390/biomedicines10010125,Biomedicines,2022,Definition of an Inflammatory Biomarker Signature in Plasma-Derived Extracellular Vesicles of Glioblastoma Patients,"Glioblastoma (GB) is an aggressive type of tumour for which therapeutic options and biomarkers are limited. GB diagnosis mostly relies on symptomatic presentation of the tumour and, in turn, brain imaging and invasive biopsy that can delay its diagnosis. Description of easily accessible and effective biomarkers present in biofluids would thus prove invaluable in GB diagnosis. Extracellular vesicles (EVs) derived from both GB and stromal cells are essential to intercellular crosstalk in the tumour bulk, and circulating EVs have been described as a potential reservoir of GB biomarkers. Therefore, EV-based liquid biopsies have been suggested as a promising tool for GB diagnosis and follow up. To identify GB specific proteins, sEVs were isolated from plasma samples of GB patients as well as healthy volunteers using differential ultracentrifugation, and their content was characterised through mass spectrometry. Our data indicate the presence of an inflammatory biomarker signature comprising members of the complement and regulators of inflammation and coagulation including VWF, FCGBP, C3, PROS1, and SERPINA1. Overall, this study is a step forward in the development of a non-invasive liquid biopsy approach for the identification of valuable biomarkers that could significantly improve GB diagnosis and, consequently, patients prognosis and quality of life.",extracellular vesicles; glioblastoma; liquid biopsy,VWF; FCGBP; C3; PROS1; SERPINA1,VWF; FCGBP; C3; PROS1; SERPINA1,An inﬂammatory biomarker signature was described in sEVs from GB patients. Such application would be invaluable in future clinical practice for diagnosis and ﬁne-tuning of GB treatment.,Protein Biomarker,NA,Diagnositic,"Tier 3, Biomarker is validated in pre-clinical research",UK, 15,NA,NA, 59, 48-76,NA,Plasma,"Nanoparticles Tracking Analysis (NTA), Western Blotting, Mass Spectrometry,",NA,NA,"1. Data indicate the presence of an inflammatory biomarker signature comprising members of the complement and regulators of inflammation and coagulation including VWF, FCGBP, C3, PROS1, and SERPINA1; 2. This study is a step forward in the development of a non-invasive liquid biopsy approach for the identification of valuable biomarkers that could significantly improve GB diagnosis and, consequently, patients prognosis and quality of life; ",Glioblastoma,Glioblastoma,Glioblastoma / Astrocytoma,NA,NA,NA,NA
34970477,10.3389/fonc.2021.717793,Front Oncol,2021,ADD3 Deletion in Glioblastoma Predicts Disease Status and Survival,"Loss of heterozygosity (LOH) on chromosome 10 frequently occurs in gliomas. Whereas genetic loci with allelic deletion often implicate tumor suppressor genes, a putative tumor suppressor Adducin3 (ADD3) mapped to chromosome 10q25.2 was found to be preferentially downregulated in high-grade gliomas compared with low-grade lesions. In this study, we unveil how the assessment of ADD3 deletion provides clinical significance in glioblastoma (GBM). By deletion mapping, we assessed the frequency of LOH in forty-three glioma specimens using five microsatellite markers spanning chromosome 10q23-10qter. Data were validated in The Cancer Genome Atlas (TCGA) cohort with 203 GBM patients. We found that allelic loss in both D10S173 (ADD3/MXI1 locus) and D10S1137 (MGMT locus) were positively associated with tumor grading and proliferative index (MIB-1). However, LOH events at only the ADD3/MXI1 locus provided prognostic significance with a marked reduction in patient survival and appeared to have diagnostic potential in differentiating high-grade gliomas from low-grade ones. Furthermore, we showed progressive loss of ADD3 in six out of seven patient-paired gliomas with malignant progression, as well as in recurrent GBMs. These findings suggest the significance of ADD3/MXI1 locus as a promising marker that can be used to refine the LOH10q assessment. Data further suggest the role of ADD3 as a novel tumor suppressor, whereby the loss of ADD3 is indicative of a progressive disease that may at least partially account for rapid disease progression in GBM. This study revealed for the first time the downregulation of ADD3 on the genetic level resulting from copy number deletion.",ADD3; deletion mapping; glioblastoma; loss of heterozygosity; tumor suppressor,ADD3,ADD3,"Data further suggest the role of ADD3 as a novel tumor suppressor, whereby the loss of ADD3 is indicative of a progressive disease that may at least partially account for rapid disease progression in GBM.",DNA Biomarker,NA,"Diagnositic,Prognostic","Tier 3, Biomarker is validated in pre-clinical research",USA, 43, 22, 21, 53.4 ± 17.3,NA,"II,III,IV",Tissue,Methylation-specific polymerase chain reaction (PCR),NA,NA,"1. We found that allelic loss in both D10S173 (ADD3/MXI1 locus) and D10S1137 (MGMT locus) were positively associated with tumor grading and proliferative index (MIB-1); 2. LOH events at only the ADD3/MXI1 locus provided prognostic significance with a marked reduction in patient survival and appeared to have diagnostic potential in differentiating high-grade gliomas from low-grade ones; 3. Progressive loss of ADD3 in six out of seven patient-paired gliomas with malignant progression, as well as in recurrent GBMs; 4. The role of ADD3 as a novel tumor suppressor, whereby the loss of ADD3 is indicative of a progressive disease that may at least partially account for rapid disease progression in GBM;",Glioblastoma,Glioblastoma,Glioblastoma / Astrocytoma,NA,NA,NA,NA
34953010,10.1111/jcmm.17120,J Cell Mol Med,2022,Expression and significance of SOX B1 genes in glioblastoma multiforme patients,"The overall survival of glioblastoma multiforme (GBM) patients remains poor. To improve patient outcomes, effective diagnostic and prognostic biomarkers for GBM are needed. In this study, we first applied bioinformatic analyses to identify biomarkers for GBM, focusing on SOX (sex-determining region on the Y chromosome (SRY)-related high mobility group (HMG) box) B1 family members. The ONCOMINE, GEPIA, LinkedOmics and CCLE databases were used to assess mRNA expression levels of the SOX B1 family members in different cancers and normal tissue. Further bioinformatic analysis was performed using the ONCOMINE database in combination with the LinkedOmics data set to identify the prognostic value of SOX B1 family members for GBM. We found mRNA expression levels of all tested SOX B1 genes were significantly increased in GBM. In the LinkedOmics database, increased expression of SOX3 indicated a better overall survival. In GEPIA databases, increased expression of all SOX B1 family members suggested an improved overall survival, but none of them were statistically different. Then, Transwell assays and wound healing were employed to evaluate the motility and invasive captivity of U251 cells when silencing SOX2 and SOX3. We found exogenous inhibition of SOX2 appeared to reduce the migration and invasion of U251 cells in vitro. Collectively, our research suggested that SOX2 might serve as a cancer-promoting gene to identify high-risk GBM patients, and SOX3 had the potential to be a prognostic biomarker for GBM patients.",SOX B1 family members; bioinformatics analysis; glioblastoma; overall survival,SOX1; SOX2; SOX3,SOX1; SOX2; SOX3,"In conclusion, we investigated the expression and prognostic  value of SOX B1 genes in GBM. We concluded that the expression of SOX1, SOX2 and SOX3 in GBM might result in tumorigenesis.",Protein Biomarker,NA,"Diagnositic,Prognostic,Therapeutic","Tier 3, Biomarker is validated in pre-clinical research",China,NA,NA,NA,NA,NA,NA,Tissue,qRT-PCR,NA,NA,1. Exogenous inhibition of SOX2 appeared to reduce the migration and invasion of U251 cells in vitro; 2.  Overexpressed SOX2 could serve as a biomarker to identify high risk GBM patients; 3. SOX2 may enhance the migratory and invasive capacity of glioma cells; 4. SOX3 may serve as a prognostic biomarker set for GBM patients;,Glioblastoma,Glioblastoma,Glioblastoma / Astrocytoma,NA,NA,NA,NA
